PMID,Date,PreceedingText,Estimate,Lower,Upper,Ratio,Beta
23097255,2012 Nov 15,s found a summary relative risk of ,0.59,0.49,0.71,True,False
29155924,2018 Jun 1,ios estimated by G-estimation were ,1.15,0.83,1.47,False,False
29155924,2018 Jun 1,": 0.83, 1.47) for general obesity, ",1.65,1.35,1.92,False,False
29155924,2018 Jun 1," based on waist circumference, and ",1.38,1.13,1.99,False,False
18390840,2008 Jun 15,"rval (CI): 1.3, 2.6; aspirin: OR = ",1.6,1.1,2.2,True,False
18390840,2008 Jun 15, within the previous 5 years (OR = ,0.6,0.4,1.0,True,False
18390840,2008 Jun 15, prevention of heart disease (OR = ,0.7,0.5,1.0,True,False
29206987,2017 Dec 1,index was associated with 0.13-kg/m,2,0.24,0.02,False,False
29206987,2017 Dec 1,"95% CI: -0.24, -0.02) and 0.14-kg/m",2,0.27,0.01,False,False
28472225,2017 Jul 15, genitalium (adjusted odds ratio = ,3.49,1.86,6.56,True,False
11994234,2002 May 15,The average HUS incidence rate was ,0.67,0.61,0.74,False,False
11994234,2002 May 15,4); rates rose modestly from 1994 (,0.59,0.44,0.78,False,False
11994234,2002 May 15,"nce interval: 0.44, 0.78) to 1997 (",0.80,0.63,10.0,False,False
11994234,2002 May 15,and decreased modestly thereafter (,0.59,0.45,0.77,False,False
11994234,2002 May 15,nia children < or =5 years of age (,1.85,1.55,2.19,False,False
11994234,2002 May 15,he hospital case-fatality rate was ,2.7,1.1,4.4,False,False
26646293,2016 Jan 1,om all causes (hazard ratio (HR) = ,0.78,0.74,0.82,True,False
26646293,2016 Jan 1,".82), cardiovascular disease (HR = ",0.77,0.70,0.85,True,False
26646293,2016 Jan 1," 95% CI: 0.70, 0.85), cancer (HR = ",0.84,0.77,0.92,True,False
26646293,2016 Jan 1,"92), and respiratory disease (HR = ",0.71,0.63,0.80,True,False
26646293,2016 Jan 1, accidents (excluding falls) (HR = ,0.79,0.44,1.42,True,False
24500862,2014 Mar 15, physical activity (Spearman's r = ,0.33,0.30,0.36,False,False
10901328,2000 Jul 1,not elevated (relative risk (RR) = ,1.08,0.95,1.24,True,False
10901328,2000 Jul 1,ase follow-up began was null (RR = ,1.05,0.95,1.16,True,False
20167581,2010 Mar 15,dity-adjusted relative risk (RR) = ,3.2,1.1,9.6,True,False
20167581,2010 Mar 15,nt difficulty falling asleep (RR = ,5.3,1.1,27.9,True,False
27744384,2016 Nov 1,"n model, the contact parameter was ",17,10,25,False,False
24786800,2014 Jun 1,utbreak occurring. Our estimate of ,0.52,0.44,0.60,False,False
27026336,2016 May 1,g pregnancy was associated with an ,11,4,17,False,False
27026336,2016 May 1,iponectin levels. We also observed ,13,6,20,False,False
27927620,2017 Jan 1,olic syndrome (hazard ratio (HR) = ,1.27,1.06,1.52,True,False
27927620,2017 Jan 1, fasting blood glucose level (HR = ,1.20,1.03,1.39,True,False
27927620,2017 Jan 1,"9), and hypertriglyceridemia (HR = ",1.14,1.00,1.30,True,False
27927620,2017 Jan 1,evated fasting blood glucose (HR = ,1.33,1.14,1.56,True,False
26803665,2016 Feb 1,"ive function score, hazard ratio = ",1.21,1.10,1.33,True,False
26803665,2016 Feb 1,iovascular disease (hazard ratio = ,1.71,1.55,1.89,True,False
26803665,2016 Feb 1,".89), other causes (hazard ratio = ",2.07,1.79,2.40,True,False
26803665,2016 Feb 1,espiratory illness (hazard ratio = ,2.48,2.12,2.90,True,False
16675538,2006 Jul 1,st aggressive tumors (odds ratio = ,18.6,12.2,28.6,True,False
19541858,2009 Jul 15,ncidence proportion ratio (aIPR) = ,1.13,1.02,1.25,True,False
19541858,2009 Jul 15,": 1.02, 1.25) and diarrhea (aIPR = ",1.20,1.05,1.36,False,False
19541858,2009 Jul 15,d gastrointestinal illness (aIPR = ,1.23,1.05,1.43,False,False
19541858,2009 Jul 15,": 1.05, 1.43) and diarrhea (aIPR = ",1.24,1.01,1.52,False,False
12480653,2002 Dec 15,dial infarction (relative hazard = ,2.03,1.02,4.01,True,False
36453443,2023 Apr 6,ctural racism were associated with ,1.4,1.1,1.9,False,False
36453443,2023 Apr 6,"confidence interval: 1.1, 1.9) and ",1.5,1.1,2.2,False,False
26085044,2015 Aug 1, risk factors (hazard ratio (HR) = ,1.36,1.09,1.70,True,False
26085044,2015 Aug 1,ress and depressive symptoms (HR = ,1.28,1.01,1.60,True,False
26085044,2015 Aug 1, domain was unrelated to CVD (HR = ,1.05,0.86,1.30,True,False
26085044,2015 Aug 1,"n increase in score, adjusted HR = ",1.14,1.03,1.27,True,False
26085044,2015 Aug 1,tly reduced this association (HR = ,1.11,0.99,1.25,True,False
19074773,2009 Feb 15,positive heavy smokers (odds ratio=,2.7,1.7,4.3,True,False
19074773,2009 Feb 15, A similar risk of SCC (odds ratio=,3.2,2.6,4.0,True,False
19951938,2010 Jan 1,reased risk of hypertension (IRR = ,1.75,1.10,2.79,True,False
19951938,2010 Jan 1,t large arterial elasticity (IRR = ,1.49,1.11,1.99,True,False
19951938,2010 Jan 1,".73, 95% CI: 1.88, 3.95; and IRR = ",2.85,1.95,4.16,True,False
12419768,2002 Nov 15," interval (CI): 7.2, 9.0; obesity: ",2.2,1.7,2.7,False,False
12419768,2002 Nov 15,"14.1, 95% CI: 11.1, 17.7; obesity: ",5.7,3.7,8.2,False,False
12419768,2002 Nov 15,"17.0, 95% CI: 10.1, 26.2; obesity: ",8.5,3.7,16.1,False,False
12419768,2002 Nov 15,rnal smoking during pregnancy were ,1.43,1.07,1.90,False,False
12419768,2002 Nov 15,"CI: 1.07, 1.90) for overweight and ",2.06,1.31,3.23,False,False
19363098,2009 Jun 1," the median, adjusted odds ratio = ",1.8,1.3,2.4,True,False
19363098,2009 Jun 1," the median, adjusted odds ratio = ",1.1,0.8,1.6,True,False
20616199,2010 Aug 1,dds ratios for obesity ranged from ,1.46,1.12,1.92,True,False
20616199,2010 Aug 1,"rval (CI): 1.12, 1.92) for BAT2 to ",2.16,1.39,3.37,False,False
28472215,2017 Jun 15, all-cause mortality (risk ratio = ,0.74,0.55,0.99,True,False
26209523,2015 Sep 1,t cycles) or women (hazard ratio = ,0.96,0.86,1.08,True,False
16818465,2006 Sep 1,isease (top vs. bottom fifth) were ,1.58,1.23,2.03,False,False
16818465,2006 Sep 1,"): 1.23, 2.03) for fat mass index, ",1.45,1.14,1.86,False,False
16818465,2006 Sep 1,"14, 1.86) for body mass index, and ",1.27,0.99,1.62,False,False
16818465,2006 Sep 1,the corresponding odds ratios were ,1.71,1.33,2.21,True,False
16818465,2006 Sep 1,"os were 1.71 (95% CI: 1.33, 2.21), ",1.49,1.17,1.90,False,False
16818465,2006 Sep 1,"1), 1.49 (95% CI: 1.17, 1.90), and ",1.64,1.28,2.09,False,False
16818465,2006 Sep 1,"for mobility limitation, they were ",1.56,1.17,2.06,False,False
16818465,2006 Sep 1,"ey were 1.56 (95% CI: 1.17, 2.06), ",1.96,1.48,2.56,False,False
16818465,2006 Sep 1,"6), 1.96 (95% CI: 1.48, 2.56), and ",1.88,1.42,2.49,False,False
16818465,2006 Sep 1,y problems and cancer (odds ratios=,0.45,0.33,0.62,True,False
16818465,2006 Sep 1,"tios=0.45 (95% CI: 0.33, 0.62) and ",0.62,0.42,0.94,False,False
19228812,2009 Mar 15, and both crime rate (odds ratio = ,2.68,1.09,6.57,True,False
19228812,2009 Mar 15,nd unemployment rate (odds ratio = ,3.67,1.42,9.50,True,False
15901626,2005 Jun 1," (p = 0.01), with an odds ratio of ",2.2,1.1,4.3,True,False
29955850,2018 Oct 1,eason months (relative risk (RR) = ,1.24,1.06,1.44,True,False
29955850,2018 Oct 1,sed during low-season months (RR = ,0.63,0.46,0.87,True,False
29955850,2018 Oct 1,sed during low-season months (RR = ,1.59,1.19,2.12,True,False
11157416,2001 Feb 1,) breast cancer (odds ratio (OR) = ,2.2,1.6,2.9,True,False
11157416,2001 Feb 1,se (body mass index >/=32.3) (OR = ,9.7,6.5,14.5,True,False
11157416,2001 Feb 1,t tertile of waist:hip ratio (OR = ,5.7,3.8,8.6,True,False
15840616,2005 May 1,istress at follow-up (odds ratio = ,0.68,0.46,0.98,True,False
15840616,2005 May 1,of nonoptimal health (odds ratio = ,2.54,1.47,4.39,True,False
23589586,2013 May 15, for validation and was 95.0% (κ = ,0.96,0.84,1.00,False,False
23589586,2013 May 15, in-cluster residents (overall κ = ,0.97,0.90,1.00,False,False
36345076,2023 Feb 1,airment overall (odds ratio (OR) = ,1.48,1.03,2.13,True,False
36345076,2023 Feb 1,revalence of vision impairment was ,3.89,2.99,5.05,False,False
36345076,2023 Feb 1,"99, 5.05) among adults with PN and ",1.29,1.04,1.60,False,False
36345076,2023 Feb 1,mong adults without diabetes (OR = ,1.80,1.17,2.77,True,False
36345076,2023 Feb 1,evalence of hearing impairment was ,26.5,20.4,33.7,False,False
36345076,2023 Feb 1,".4, 33.7) among adults with PN and ",14.2,12.4,16.3,False,False
36345076,2023 Feb 1,ment was significant overall (OR = ,2.55,1.40,4.64,True,False
36345076,2023 Feb 1,mong adults without diabetes (OR = ,3.26,1.80,5.91,True,False
21558410,2011 Jun 15,"r (mean = 10.3 years, time ratio = ",1.08,1.04,1.12,True,False
17827443,2007 Dec 15,"etrial cancer, with odds ratios of ",0.8,0.6,1.0,True,False
17827443,2007 Dec 15,west tertiles of intake of soy and ,0.8,06,0.9,False,False
12915504,2003 Aug 15,"dy (1976-1998), the odds ratio was ",2.3,1.4,3.9,True,False
12915504,2003 Aug 15,hers of case infants (odds ratio = ,1.0,0.5,2.0,True,False
12915504,2003 Aug 15,"umptions, yielded an odds ratio of ",2.9,1.2,7.2,True,False
12851227,2003 Jul 15,compared with the lowest group was ,0.96,0.60,1.53,False,False
12851227,2003 Jul 15," interval: 0.60, 1.53) for CHD and ",1.43,0.78,2.64,False,False
23504692,2013 May 1, ratios for incident diabetes were ,1.11,0.79,1.57,True,False
23504692,2013 May 1,"nce interval (CI): 0.79, 1.57) and ",1.16,0.89,1.53,False,False
23504692,2013 May 1,betes in the upper quartiles (OR = ,2.14,1.19,3.85,True,False
14507597,2003 Oct 1,of colorectal cancer (rate ratio = ,1.04,0.87,1.23,True,False
14507597,2003 Oct 1,ed with reduced risk (rate ratio = ,0.71,0.57,0.89,True,False
27188942,2016 Jun 1,"olvent exposure, with a maximum of ",1.31,0.86,2.00,False,False
27188942,2016 Jun 1, ratio for blue-yellow defects was ,2.17,1.03,4.56,True,False
27188942,2016 Jun 1, of nonhexane solvent exposure and ,1.62,0.97,2.72,False,False
10981453,2000 Sep 1,ight babies (adjusted odds ratio = ,3.53,2.9,4.4,True,False
15840619,2005 May 1,th TABP scores: hazard ratios were ,1.29,1.03,1.63,True,False
15840619,2005 May 1, for intermediate-level scores and ,1.48,1.16,1.90,False,False
22517810,2012 Jun 15,"or perfluorooctane sulfonate, β = -",0.18,0.41,0.05,False,True
22517810,2012 Jun 15,", for perfluorooctanoic acid, β = -",0.21,0.45,0.04,False,True
30475977,2019 Mar 1,ers' incidence rate of ILI/ARI was ,1.20,1.01,1.43,False,False
30475977,2019 Mar 1, shift workers' incidence rate was ,1.22,1.01,1.49,False,False
30475977,2019 Mar 1, not differ (ratio between means = ,1.02,0.87,1.19,True,False
12697573,2003 Apr 15,"I: 0.59, 1.96; pooled odds ratio = ",1.07,0.63,1.80,True,False
23911610,2013 Sep 1,gher risk of death (hazard ratio = ,1.37,1.18,1.58,True,False
23543160,2013 Apr 15,"m(2) increase, hazard ratio (HR) = ",1.10,1.00,1.22,True,False
23543160,2013 Apr 15,rved for BMI at age 50 years (HR = ,1.14,1.02,1.28,True,False
23543160,2013 Apr 15,"I: 1.02, 1.28), age 35 years (HR = ",1.20,1.05,1.36,True,False
23543160,2013 Apr 15,".05, 1.36), and age 18 years (HR = ",1.13,0.98,1.32,True,False
11032160,2000 Oct 1,er the previous year (odds ratio = ,1.29,1.16,1.43,True,False
10933270,2000 Aug 1,mated risk reduction (odds ratio = ,0.5,0.3,0.6,True,False
10933270,2000 Aug 1,high-progestin pills (odds ratio = ,0.5,0.3,0.7,True,False
27370791,2016 Jul 15,"9 versus 18.5-25.0, hazard ratio = ",0.72,0.62,0.84,True,False
27370791,2016 Jul 15,"nce vs. the lowest, hazard ratio = ",1.25,1.05,1.50,True,False
10853639,2000 May 15,umption in the three countries was ,1.08,0.76,1.53,False,False
10853639,2000 May 15, risk for fatty fish consumers was ,0.66,0.49,0.90,False,False
24018914,2013 Nov 1,al estate (prevalence ratio (PR) = ,1.44,1.30,1.59,True,False
24018914,2013 Nov 1,al/administrative/management (PR = ,1.30,1.18,1.44,False,False
24018914,2013 Nov 1, 1.44); educational services (PR = ,1.39,1.25,1.54,False,False
24018914,2013 Nov 1,stration/arts/other services (PR = ,1.30,1.21,1.41,True,False
24018914,2013 Nov 1,ealth care/social assistance (PR = ,1.23,1.14,1.32,False,False
24018914,2013 Nov 1,d manufacturing/construction (PR = ,1.14,1.07,1.20,False,False
10933266,2000 Aug 1, non-cattle-herding families (OR = ,0.40,0.18,0.87,True,False
10933266,2000 Aug 1,n of cattle-herding families (OR = ,8.00,1.99,32.10,True,False
10933266,2000 Aug 1,ich trachoma was less common (OR = ,3.75,1.09,12.98,True,False
31241127,2019 Sep 1,"μg/day, the odds of livebirth were ",24,2,42,False,False
30452541,2019 Mar 1,th a difference in birth weight of ,142.1,62.9,221.3,False,False
30452541,2019 Mar 1,"8 g, 95% CI: 60.8, 470.8; females: ",133.0,15.7,250.3,False,False
23825169,2013 Oct 1,serving/day of dairy products were ,0.95,0.85,1.06,False,False
23825169,2013 Oct 1,"idence interval (CI): 0.85, 1.06), ",0.75,0.61,0.92,False,False
23825169,2013 Oct 1," 1.06), 0.75 (95% CI: 0.61, 0.92), ",0.77,0.57,1.04,False,False
23825169,2013 Oct 1,"2), 0.77 (95% CI: 0.57, 1.04), and ",0.59,0.41,0.86,False,False
17110636,2007 Feb 15,1 (</=5.5 x 10(9) cells/liter) was ,1.85,1.33,2.58,False,False
14630600,2003 Dec 1,cans with non-Hispanic Whites were ,1.50,1.23,1.81,False,False
14630600,2003 Dec 1,"idence interval (CI): 1.23, 1.81), ",1.70,1.30,2.24,False,False
14630600,2003 Dec 1,"1), 1.70 (95% CI: 1.30, 2.24), and ",1.60,1.09,2.36,False,False
11117613,2000 Dec 1,ne or more disorders (odds ratio = ,1.20,1.04,1.38,True,False
17074967,2007 Feb 1,men (adjusted relative risk (RR) = ,1.79,1.01,2.84,True,False
17074967,2007 Feb 1," 1.01, 2.84) and obese women (RR = ",4.53,1.25,16.43,True,False
17074967,2007 Feb 1,0-kg gain vs. <2.5-kg change: RR = ,3.43,1.60,7.37,True,False
17074967,2007 Feb 1,change (>/=3 vs. zero cycles: RR = ,1.23,0.56,2.73,True,False
17074967,2007 Feb 1,lthood (>/=3 vs. zero cycles: RR = ,2.04,0.83,5.02,True,False
23470795,2013 Apr 15,entified. Significant increases of ,3.2,0.2,6.2,False,False
23470795,2013 Apr 15, Hg in systolic blood pressure and ,2.5,0.1,4.8,False,False
12835286,2003 Jul 1,"F measurements, the odds ratio was ",0.97,0.69,1.37,True,False
12835286,2003 Jul 1,"I): 0.69, 1.37) in the bedroom and ",1.09,0.78,1.51,False,False
12835286,2003 Jul 1,"t measurements, the odds ratio was ",1.13,0.88,1.44,True,False
12835286,2003 Jul 1,"CI: 0.88, 1.44) in the bedroom and ",1.08,0.85,1.38,False,False
23645623,2013 Jul 15,-standardized incidence rates were ,4.9,4.6,5.2,False,False
23645623,2013 Jul 15,"per 1,000 person-years for CHD and ",2.5,2.3,2.8,False,False
23645623,2013 Jul 15,immediate CHD risk (hazard ratio = ,1.46,1.18,1.81,True,False
23645623,2013 Jul 15,1) and stroke risk (hazard ratio = ,1.45,1.10,1.92,True,False
17071846,2007 Jan 1, the medium and high tertiles were ,1.78,1.19,2.67,False,False
17071846,2007 Jan 1,"nfidence interval: 1.19, 2.67) and ",1.81,1.20,2.73,False,False
17071846,2007 Jan 1, above versus below the median was ,1.50,1.12,2.01,False,False
17071846,2007 Jan 1,for chromatid-type aberrations was ,0.97,0.72,1.31,True,False
15800267,2005 Apr 15,ccurrence of a BCC (hazard ratio = ,1.04,0.79,1.45,True,False
15800267,2005 Apr 15,ce was not reached (hazard ratio = ,0.82,0.59,1.15,True,False
17204513,2007 Mar 15,risk of only total (hazard ratio = ,1.19,1.05,1.35,True,False
17204513,2007 Mar 15,nd cerebrovascular (hazard ratio = ,1.66,1.19,2.30,True,False
12965881,2003 Sep 15,ong never nursers (odds ratio (OR)=,2.2,1.0,5.0,True,False
12965881,2003 Sep 15,ted to having uterine fibroids (OR=,0.6,0.5,1.0,True,False
12965881,2003 Sep 15, versus short-term hormone use (OR=,0.7,0.4,1.0,True,False
12965881,2003 Sep 15,lated to recurrent miscarriage (OR=,2.8,1.1,7.4,True,False
23186749,2012 Dec 15,ice the odds of PTSD (odds ratio = ,2.42,1.04,5.62,True,False
29893794,2018 Oct 1,"1.04, 1.44; for ≥4 exposures, RR = ",1.34,1.03,1.73,True,False
29893794,2018 Oct 1,ures in the second trimester (RR = ,1.40,1.16,1.71,True,False
15781949,2005 Apr 1,ine cancer risk (rate ratio (RR) = ,1.79,0.9,3.4,True,False
15781949,2005 Apr 1,clomiphene among nulligravid (RR = ,3.49,1.3,9.3,True,False
15781949,2005 Apr 1," 95% CI: 1.3, 9.3) and obese (RR = ",6.02,1.2,30.0,True,False
15781949,2005 Apr 1,e both obese and nulligravid (RR = ,12.52,1.5,108.0,True,False
23558351,2013 Jun 1,variable odds ratio for obesity of ,2.55,1.65,3.95,True,False
23558351,2013 Jun 1,ntly present in boys (odds ratio = ,3.80,2.25,6.43,True,False
23558351,2013 Jun 1, non-Hispanic whites (odds ratio = ,5.87,2.15,16.05,True,False
29982368,2018 Nov 1,"final models (z score difference, -",0.42,0.71,0.14,False,False
21378128,2011 Apr 1,A (adjusted odds ratio (OR(adj)) = ,1.56,1.15,2.12,True,False
21378128,2011 Apr 1,ge of inorganic arsenic (OR(adj) = ,1.06,0.75,1.50,True,False
21378128,2011 Apr 1,g(10) percentage of DMA (OR(adj) = ,1.07,0.33,3.46,True,False
29868880,2018 Nov 1, the increasing (odds ratio (OR) = ,1.29,1.03,1.61,True,False
29868880,2018 Nov 1,"l (CI): 1.03, 1.61) and high (OR = ",1.42,1.10,1.84,True,False
29868880,2018 Nov 1,were less likely to be frail (OR = ,0.86,0.75,0.98,True,False
20042435,2010 Feb 15,"s, the odds ratio for high DGI was ",1.5,1.1,2.0,True,False
20042435,2010 Feb 15,"l: 1.1, 2.0); for high DGL, it was ",1.8,0.8,4.0,False,False
12522018,2003 Jan 15,owest body mass index quartile was ,1.42,1.08,1.85,False,False
12522018,2003 Jan 15,fter adjusting for confounders was ,1.54,1.17,2.02,False,False
28472250,2017 Jun 15,gs versus nonbereaved siblings was ,1.39,1.14,1.69,False,False
28472250,2017 Jun 15,"., >1 year of age) (hazard ratio = ",1.53,1.18,1.95,True,False
28472250,2017 Jun 15,f 12 and 18 years) (hazard ratio = ,1.71,1.24,2.35,True,False
24227017,2014 Jan 15,ugmentation index values that were ,0.8,0.2,1.4,False,False
24227017,2014 Jan 15,"nfidence interval (CI): 0.2, 1.4), ",0.6,0.1,1.2,False,False
24227017,2014 Jan 15,"1.4), 0.6% (95% CI: 0.1, 1.2), and ",1.7,0.4,2.9,False,False
26487343,2015 Nov 15,"val (CI): 0.07, 0.56; TDF/FTC HR = ",0.12,0.03,0.52,True,False
26487343,2015 Nov 15,", 95% CI: 0.06, 0.53; TDF/FTC HR = ",0.15,0.04,0.52,True,False
26487343,2015 Nov 15,", 95% CI: 0.06, 0.53; TDF/FTC HR = ",0.16,0.05,0.53,True,False
10707917,2000 Mar 1,failure 58% (adjusted odds ratio = ,1.58,1.34,1.86,True,False
10707917,2000 Mar 1,"g/day, and > or =2,400 mg/day were ",0.94,0.58,1.51,False,False
10707917,2000 Mar 1,"ay were 0.94 (95% CI: 0.58, 1.51), ",1.89,1.34,2.67,False,False
10707917,2000 Mar 1,"1), 1.89 (95% CI: 1.34, 2.67), and ",2.32,1.45,3.71,False,False
26424074,2015 Oct 15,ndary (adjusted odds ratio (aOR) = ,1.7,1.1,2.4,True,False
26424074,2015 Oct 15,"CI): 1.1, 2.4) and tertiary (aOR = ",1.7,1.2,2.5,True,False
